Branch Path,Variable,Scenario,Year,Value,Units
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Fuel Economy,Target,2055,1876.052154693906,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Fuel Economy,Target,2056,1895.002176458489,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Fuel Economy,Target,2057,1914.143612584332,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Fuel Economy,Target,2058,1933.478396549832,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Fuel Economy,Target,2059,1953.008481363465,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Fuel Economy,Target,2060,1972.735839761076,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Current Accounts,2022,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2022,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2023,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2024,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2025,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2026,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2027,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2028,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2029,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2030,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2031,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2032,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2033,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2034,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2035,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2036,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2037,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2038,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2039,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2040,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2041,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2042,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2043,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2044,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2045,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2046,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2047,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2048,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2049,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2050,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2051,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2052,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2053,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2054,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2055,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2056,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2057,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2058,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2059,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Final On-Road Mileage,Target,2060,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Current Accounts,2022,1649.158703822684,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2022,1649.158703822684,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2023,1655.7685664581,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2024,1660.32287041181,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2025,1664.189289441057,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2026,1668.014797931851,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2027,1671.065855780525,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2028,1673.312271983386,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2029,1674.952828672936,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2030,1676.082447406825,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2031,1676.506138882447,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2032,1676.53045601374,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2033,1676.246682669171,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2034,1675.770986682182,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2035,1675.216078832418,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2036,1675.419764320216,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2037,1676.648869151474,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2038,1679.123016624251,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2039,1683.114347975682,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2040,1688.999051891208,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2041,1694.844463391174,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2042,1700.811948616252,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2043,1707.084730037385,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2044,1713.875411179349,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2045,1721.426934128968,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2046,1730.031377826578,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2047,1740.032209255354,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2048,1751.891565362059,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2049,1766.265862885286,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2050,1784.106932207359,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2051,1802.12821435087,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2052,1820.33152964734,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2053,1838.718716815498,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2054,1857.291633146965,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2055,1876.052154693906,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2056,1895.002176458489,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2057,1914.143612584332,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2058,1933.478396549832,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2059,1953.008481363465,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Fuel Economy,Target,2060,1972.735839761076,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Current Accounts,2022,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2022,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2023,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2024,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2025,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2026,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2027,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2028,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2029,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2030,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2031,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2032,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2033,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2034,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2035,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2036,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2037,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2038,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2039,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2040,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2041,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2042,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2043,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2044,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2045,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2046,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2047,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2048,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2049,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2050,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2051,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2052,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2053,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2054,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2055,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2056,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2057,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2058,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2059,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogas,Mileage,Target,2060,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Current Accounts,2022,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2022,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2023,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2024,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2025,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2026,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2027,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2028,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2029,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2030,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2031,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2032,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2033,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2034,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2035,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2036,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2037,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2038,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2039,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2040,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2041,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2042,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2043,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2044,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2045,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2046,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2047,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2048,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2049,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2050,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2051,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2052,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2053,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2054,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2055,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2056,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2057,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2058,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2059,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Average Mileage,Target,2060,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Current Accounts,2022,0.0329664189350462,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2022,0.0329664189350462,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2023,0.0317857717879401,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2024,0.0650751492356322,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2025,0.0983563252533745,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2026,0.131631569188765,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2027,0.1649030701272493,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2028,0.1981500186180418,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2029,0.2313912927879666,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2030,0.2646299210582922,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2031,0.2911015221203384,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2032,0.3175857333497107,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2033,0.3440824795316619,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2034,0.3705940928111058,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2035,0.3971230622901344,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2036,0.423822684768898,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2037,0.450560511514016,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2038,0.4773398786426086,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2039,0.5041654006625814,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2040,0.5310415141007847,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2041,0.558467436821178,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2042,0.5859959254335142,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2043,0.6136366887961842,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2044,0.6414024565085578,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2045,0.669287230165219,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2046,0.6973012388384205,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2047,0.725392610912261,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2048,0.7535064644368209,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2049,0.7817233884966487,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2050,0.8100620661661291,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2051,0.8107223837891548,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2052,0.811451173571712,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2053,0.8122645907997446,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2054,0.8131810002659886,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2055,0.8142209627129651,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2056,0.8154274285560148,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2057,0.8170983601429908,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2058,0.819005681610189,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2059,0.8211905416936998,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Device Share,Target,2060,0.8236888393335315,Share
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Current Accounts,2022,1785.563940633695,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2022,1785.563940633695,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2023,1792.72051831599,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2024,1797.651542048396,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2025,1801.837807606873,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2026,1805.979797014687,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2027,1809.283298590431,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2028,1811.715621105335,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2029,1813.491983545119,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2030,1814.715153821313,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2031,1815.174011387375,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2032,1815.200456409223,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2033,1814.893317509218,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2034,1814.3783653919,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2035,1813.777627996474,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2036,1813.998200827292,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2037,1815.328977629141,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2038,1818.007746732772,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2039,1822.329160688808,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2040,1828.700528360061,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2041,1835.029314769935,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2042,1841.490227621472,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2043,1848.281639758278,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2044,1855.633737340554,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2045,1863.809570274883,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2046,1873.125386408729,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2047,1883.953086870332,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2048,1896.793073772717,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2049,1912.356109224063,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2050,1931.672837600063,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2051,1951.18468444451,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2052,1970.893620651018,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2053,1990.801637021232,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2054,2010.91074446589,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2055,2031.222974207969,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2056,2051.740377987848,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2057,2072.465028270556,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2058,2093.399018455106,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2059,2114.544463085967,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Fuel Economy,Target,2060,2135.903498066632,MJ/100 km
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Mileage,Current Accounts,2022,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Mileage,Target,2022,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Mileage,Target,2023,30465.47745972447,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Mileage,Target,2024,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Mileage,Target,2025,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Mileage,Target,2026,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Mileage,Target,2027,30465.47745972448,Kilometer
Demand\Freight road\Trucks\ICE medium\Biogasoline,Final On-Road Mileage,Target,2028,30465.47745972447,Kilometer
