"default_version","economy","Branch_Path","Variable","Scenario","Region","expected_key_Branch_Path","expected_key_Variable","expected_key_Scenario","expected_key_Region","input_source","source_type","source_name","source_scope","review_recommended","review_reason"
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\FCEV medium\Hydrogen","Final On-Road Fuel Economy","Reference","Australia","Demand\Passenger road\LPVs\FCEV medium\Hydrogen","Final On-Road Fuel Economy","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\PHEV large","Final On-Road Fuel Economy","Reference","Australia","Demand\Passenger road\LPVs\PHEV large","Final On-Road Fuel Economy","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\PHEV medium","Final On-Road Fuel Economy","Reference","Australia","Demand\Passenger road\LPVs\PHEV medium","Final On-Road Fuel Economy","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Motorcycles\FCEV\Hydrogen","Final On-Road Fuel Economy","Reference","Australia","Demand\Passenger road\Motorcycles\FCEV\Hydrogen","Final On-Road Fuel Economy","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Motorcycles\HEV\Motor gasoline","Final On-Road Fuel Economy","Reference","Australia","Demand\Passenger road\Motorcycles\HEV\Motor gasoline","Final On-Road Fuel Economy","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Motorcycles\ICE\LPG","Final On-Road Fuel Economy","Reference","Australia","Demand\Passenger road\Motorcycles\ICE\LPG","Final On-Road Fuel Economy","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Motorcycles\ICE\Natural gas","Final On-Road Fuel Economy","Reference","Australia","Demand\Passenger road\Motorcycles\ICE\Natural gas","Final On-Road Fuel Economy","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Motorcycles\PHEV","Final On-Road Fuel Economy","Reference","Australia","Demand\Passenger road\Motorcycles\PHEV","Final On-Road Fuel Economy","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\LCVs","Mileage","Reference","Australia","Demand\Freight road\LCVs","Mileage","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Trucks\Heavy trucks","Mileage","Reference","Australia","Demand\Freight road\Trucks\Heavy trucks","Mileage","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Trucks\Medium trucks","Mileage","Reference","Australia","Demand\Freight road\Trucks\Medium trucks","Mileage","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Buses","Mileage","Reference","Australia","Demand\Passenger road\Buses","Mileage","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\Passenger cars","Mileage","Reference","Australia","Demand\Passenger road\LPVs\Passenger cars","Mileage","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\SUV and light trucks","Mileage","Reference","Australia","Demand\Passenger road\LPVs\SUV and light trucks","Mileage","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Motorcycles","Mileage","Reference","Australia","Demand\Passenger road\Motorcycles","Mileage","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road","Passenger Vehicle Saturation","Reference","Australia","Demand\Passenger road","Passenger Vehicle Saturation","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road","Reconciliation Bound Lower","Reference","Australia","Demand\Freight road","Reconciliation Bound Lower","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road","Reconciliation Bound Lower","Reference","Australia","Demand\Passenger road","Reconciliation Bound Lower","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road","Reconciliation Bound Upper","Reference","Australia","Demand\Freight road","Reconciliation Bound Upper","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road","Reconciliation Bound Upper","Reference","Australia","Demand\Passenger road","Reconciliation Bound Upper","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road","Reconciliation Weight","Reference","Australia","Demand\Freight road","Reconciliation Weight","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road","Reconciliation Weight","Reference","Australia","Demand\Passenger road","Reconciliation Weight","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\LCVs\FCEV","Sales Share","Reference","Australia","Demand\Freight road\LCVs\FCEV","Sales Share","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\LCVs\HEV","Sales Share","Reference","Australia","Demand\Freight road\LCVs\HEV","Sales Share","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Trucks\HEV heavy","Sales Share","Reference","Australia","Demand\Freight road\Trucks\HEV heavy","Sales Share","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Trucks\HEV medium","Sales Share","Reference","Australia","Demand\Freight road\Trucks\HEV medium","Sales Share","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Buses\HEV","Sales Share","Reference","Australia","Demand\Passenger road\Buses\HEV","Sales Share","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\FCEV large","Sales Share","Reference","Australia","Demand\Passenger road\LPVs\FCEV large","Sales Share","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\FCEV medium","Sales Share","Reference","Australia","Demand\Passenger road\LPVs\FCEV medium","Sales Share","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Motorcycles\FCEV","Sales Share","Reference","Australia","Demand\Passenger road\Motorcycles\FCEV","Sales Share","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Motorcycles\HEV","Sales Share","Reference","Australia","Demand\Passenger road\Motorcycles\HEV","Sales Share","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Motorcycles\PHEV","Sales Share","Reference","Australia","Demand\Passenger road\Motorcycles\PHEV","Sales Share","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\LCVs\BEV","Stock","Reference","Australia","Demand\Freight road\LCVs\BEV","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\LCVs\FCEV","Stock","Reference","Australia","Demand\Freight road\LCVs\FCEV","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\LCVs\HEV","Stock","Reference","Australia","Demand\Freight road\LCVs\HEV","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\LCVs\ICE","Stock","Reference","Australia","Demand\Freight road\LCVs\ICE","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\LCVs\PHEV","Stock","Reference","Australia","Demand\Freight road\LCVs\PHEV","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Trucks\BEV heavy","Stock","Reference","Australia","Demand\Freight road\Trucks\BEV heavy","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Trucks\BEV medium","Stock","Reference","Australia","Demand\Freight road\Trucks\BEV medium","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Trucks\FCEV heavy","Stock","Reference","Australia","Demand\Freight road\Trucks\FCEV heavy","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Trucks\FCEV medium","Stock","Reference","Australia","Demand\Freight road\Trucks\FCEV medium","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Trucks\HEV heavy","Stock","Reference","Australia","Demand\Freight road\Trucks\HEV heavy","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Trucks\HEV medium","Stock","Reference","Australia","Demand\Freight road\Trucks\HEV medium","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Trucks\ICE heavy","Stock","Reference","Australia","Demand\Freight road\Trucks\ICE heavy","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Trucks\ICE medium","Stock","Reference","Australia","Demand\Freight road\Trucks\ICE medium","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Trucks\PHEV heavy","Stock","Reference","Australia","Demand\Freight road\Trucks\PHEV heavy","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Trucks\PHEV medium","Stock","Reference","Australia","Demand\Freight road\Trucks\PHEV medium","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Buses\BEV","Stock","Reference","Australia","Demand\Passenger road\Buses\BEV","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Buses\FCEV","Stock","Reference","Australia","Demand\Passenger road\Buses\FCEV","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Buses\HEV","Stock","Reference","Australia","Demand\Passenger road\Buses\HEV","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Buses\ICE","Stock","Reference","Australia","Demand\Passenger road\Buses\ICE","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Buses\PHEV","Stock","Reference","Australia","Demand\Passenger road\Buses\PHEV","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\BEV large","Stock","Reference","Australia","Demand\Passenger road\LPVs\BEV large","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\BEV medium","Stock","Reference","Australia","Demand\Passenger road\LPVs\BEV medium","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\FCEV large","Stock","Reference","Australia","Demand\Passenger road\LPVs\FCEV large","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\FCEV medium","Stock","Reference","Australia","Demand\Passenger road\LPVs\FCEV medium","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\HEV large","Stock","Reference","Australia","Demand\Passenger road\LPVs\HEV large","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\HEV medium","Stock","Reference","Australia","Demand\Passenger road\LPVs\HEV medium","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\ICE large","Stock","Reference","Australia","Demand\Passenger road\LPVs\ICE large","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\ICE medium","Stock","Reference","Australia","Demand\Passenger road\LPVs\ICE medium","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\PHEV large","Stock","Reference","Australia","Demand\Passenger road\LPVs\PHEV large","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\LPVs\PHEV medium","Stock","Reference","Australia","Demand\Passenger road\LPVs\PHEV medium","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Motorcycles\BEV","Stock","Reference","Australia","Demand\Passenger road\Motorcycles\BEV","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Motorcycles\FCEV","Stock","Reference","Australia","Demand\Passenger road\Motorcycles\FCEV","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Motorcycles\HEV","Stock","Reference","Australia","Demand\Passenger road\Motorcycles\HEV","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Motorcycles\ICE","Stock","Reference","Australia","Demand\Passenger road\Motorcycles\ICE","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Passenger road\Motorcycles\PHEV","Stock","Reference","Australia","Demand\Passenger road\Motorcycles\PHEV","Stock","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Age 0","Survival Rate","Reference","Australia","Demand\Freight road\Age 0","Survival Rate","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Age 1","Survival Rate","Reference","Australia","Demand\Freight road\Age 1","Survival Rate","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Age 10","Survival Rate","Reference","Australia","Demand\Freight road\Age 10","Survival Rate","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Age 11","Survival Rate","Reference","Australia","Demand\Freight road\Age 11","Survival Rate","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Age 12","Survival Rate","Reference","Australia","Demand\Freight road\Age 12","Survival Rate","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Age 13","Survival Rate","Reference","Australia","Demand\Freight road\Age 13","Survival Rate","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Age 14","Survival Rate","Reference","Australia","Demand\Freight road\Age 14","Survival Rate","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Age 15","Survival Rate","Reference","Australia","Demand\Freight road\Age 15","Survival Rate","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Age 16","Survival Rate","Reference","Australia","Demand\Freight road\Age 16","Survival Rate","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Age 17","Survival Rate","Reference","Australia","Demand\Freight road\Age 17","Survival Rate","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Age 18","Survival Rate","Reference","Australia","Demand\Freight road\Age 18","Survival Rate","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Age 19","Survival Rate","Reference","Australia","Demand\Freight road\Age 19","Survival Rate","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
"v2026_05_25_best_guess","01AUS","Demand\Freight road\Age 2","Survival Rate","Reference","Australia","Demand\Freight road\Age 2","Survival Rate","Reference","Australia","provided","default_best_guess","APERC placeholder road defaults","all_apec_economies_until_researcher_update","True","Placeholder default. Replace with economy-specific researcher data when available."
