Branch Path,Variable,Scenario,Region,2022,2030,2040,2050,Units,review_reason,notes
Demand\Freight road\Age 6,Vintage Profile Share,Reference,Australia,0.56786925,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Freight road\Age 7,Survival Rate,Reference,Australia,0.96410318,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Age 7,Vintage Profile Share,Reference,Australia,0.51676102,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Freight road\Age 8,Survival Rate,Reference,Australia,0.95054198,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Age 8,Vintage Profile Share,Reference,Australia,0.47025253,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Freight road\Age 9,Survival Rate,Reference,Australia,0.93438506,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Age 9,Vintage Profile Share,Reference,Australia,0.4279298,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Freight road\LCVs,Mileage,Reference,Australia,21000.0,20666.34261548,20256.71593443,19855.20844606,Kilometer,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\LCVs\BEV,Sales Share,Reference,Australia,5.0,42.39680184120697,77.52601775268796,100.0,Share,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\LCVs\BEV,Stock,Reference,Australia,23595.0,,,,Device,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\LCVs\BEV\Electricity,Fuel Economy,Reference,Australia,206.514218649069,173.2956215010894,164.9567092313789,157.9514534828437,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\LCVs\FCEV,Sales Share,Reference,Australia,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\LCVs\FCEV,Stock,Reference,Australia,0.0,,,,Device,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\LCVs\FCEV\Hydrogen,Fuel Economy,Reference,Australia,110.0,104.82955937,98.70692084,92.94187899,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\LCVs\ICE,Sales Share,Reference,Australia,88.0,4.538640037094733,0.0,0.0,Share,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\LCVs\ICE,Stock,Reference,Australia,739310.0,,,,Device,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\LCVs\ICE\Gas and diesel oil,Fuel Economy,Reference,Australia,607.1223053727249,612.4223619673797,625.3562324813777,636.7208235303059,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\LCVs\ICE\LPG,Fuel Economy,Reference,Australia,330.9276585069558,333.8060701863108,340.8552976596297,347.123149503937,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\LCVs\ICE\Motor gasoline,Fuel Economy,Reference,Australia,498.506722699273,502.8601151165504,513.4801406993389,522.8012749622536,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\LCVs\ICE\Natural gas,Fuel Economy,Reference,Australia,549.675566749791,554.4750321209311,566.1901386650572,576.4830596618721,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\LCVs\PHEV,Fuel Economy,Reference,Australia,150.0,142.94939914,134.6003466,126.73892589,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\LCVs\PHEV,Sales Share,Reference,Australia,6.0,53.0645581216983,22.47398224731204,0.0,Share,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\LCVs\PHEV,Stock,Reference,Australia,7865.0,,,,Device,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\BEV heavy,Sales Share,Reference,Australia,2.0,22.73632484724848,34.52087535859791,34.79066609730006,Share,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\BEV heavy,Stock,Reference,Australia,5720.0,,,,Device,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\BEV heavy\Electricity,Fuel Economy,Reference,Australia,693.0866775580972,579.0436934710921,544.9182619456511,527.0914429494472,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\BEV medium,Sales Share,Reference,Australia,6.0,21.04606071762539,31.95452403604082,32.20425798846851,Share,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\BEV medium,Stock,Reference,Australia,7150.0,,,,Device,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\BEV medium\Electricity,Fuel Economy,Reference,Australia,576.1952272337733,481.3859843812852,453.0159241724684,438.1956594711432,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\FCEV heavy,Sales Share,Reference,Australia,1.0,11.37377936673772,13.62090328756048,17.88066620330201,Share,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\FCEV heavy,Stock,Reference,Australia,5720.0,,,,Device,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\FCEV heavy\Hydrogen,Fuel Economy,Reference,Australia,1448.674418733507,1207.348391177242,1145.042026053098,1099.936506804348,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\FCEV medium,Sales Share,Reference,Australia,2.0,21.05645945415167,18.99640238310409,15.12440971092942,Share,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\FCEV medium,Stock,Reference,Australia,3575.0,,,,Device,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\FCEV medium\Hydrogen,Fuel Economy,Reference,Australia,1207.228682277921,1006.123659314367,958.1872154205346,927.4015040177837,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\HEV heavy,Sales Share,Reference,Australia,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\HEV heavy,Stock,Reference,Australia,0.0,,,,Device,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\HEV heavy\Motor gasoline,Fuel Economy,Reference,Australia,190.0,181.06923891,170.49377236,160.5359728,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\HEV medium,Sales Share,Reference,Australia,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\HEV medium,Stock,Reference,Australia,0.0,,,,Device,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\HEV medium\Motor gasoline,Fuel Economy,Reference,Australia,190.0,181.06923891,170.49377236,160.5359728,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\Heavy trucks,Mileage,Reference,Australia,65000.0,63967.25095268,62699.35884466,61456.59757114,Kilometer,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\ICE heavy,Sales Share,Reference,Australia,37.0,17.41353531236848,0.6029192539968119,0.0,Share,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\ICE heavy,Stock,Reference,Australia,274560.0,,,,Device,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\ICE heavy\Gas and diesel oil,Fuel Economy,Reference,Australia,2013.467792444939,2005.868980448637,1990.307448062875,2011.961439648132,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\ICE heavy\LPG,Fuel Economy,Reference,Australia,1162.699372439948,1158.049903677778,1149.206975441245,1163.096718619919,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\ICE heavy\Motor gasoline,Fuel Economy,Reference,Australia,1693.380217017395,1687.181432627566,1674.14950930552,1691.515304408713,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\ICE heavy\Natural gas,Fuel Economy,Reference,Australia,1879.249915411592,1872.248092393728,1857.739371676411,1877.53424486411,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\ICE medium,Sales Share,Reference,Australia,40.0,6.37384030186826,0.3043756806998843,0.0,Share,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\ICE medium,Stock,Reference,Australia,346775.0,,,,Device,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\ICE medium\Gas and diesel oil,Fuel Economy,Reference,Australia,1697.484990044289,1694.435727982287,1692.034206546858,1723.450430333732,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\ICE medium\LPG,Fuel Economy,Reference,Australia,964.6471605391456,963.0126022763529,961.6888168649541,979.0628000711682,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\ICE medium\Motor gasoline,Fuel Economy,Reference,Australia,1395.883540434662,1393.053354905296,1391.199704905934,1418.904302152919,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\ICE medium\Natural gas,Fuel Economy,Reference,Australia,1563.628177491581,1560.859331341767,1558.660667014837,1587.396703907096,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\Medium trucks,Mileage,Reference,Australia,36000.0,35428.01591226,34725.79874473,34037.50019324,Kilometer,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\PHEV heavy,Fuel Economy,Reference,Australia,150.0,142.94939914,134.6003466,126.73892589,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\PHEV heavy,Sales Share,Reference,Australia,3.0,0.0,0.0,0.0,Share,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\PHEV heavy,Stock,Reference,Australia,0.0,,,,Device,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\PHEV medium,Fuel Economy,Reference,Australia,150.0,142.94939914,134.6003466,126.73892589,MJ/100 km,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Freight road\Trucks\PHEV medium,Sales Share,Reference,Australia,5.0,0.0,0.0,0.0,Share,Placeholder default. Replace with economy-specific researcher data when available.,Transport LEAP export value overlay applied from Australia / Target.
Demand\Freight road\Trucks\PHEV medium,Stock,Reference,Australia,0.0,,,,Device,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 0,Survival Rate,Reference,Australia,1.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 0,Vintage Profile Share,Reference,Australia,1.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 1,Survival Rate,Reference,Australia,0.99888655,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 1,Vintage Profile Share,Reference,Australia,0.88,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 10,Survival Rate,Reference,Australia,0.82353032,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 10,Vintage Profile Share,Reference,Australia,0.27850098,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 11,Survival Rate,Reference,Australia,0.78236236,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 11,Vintage Profile Share,Reference,Australia,0.24508086,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 12,Survival Rate,Reference,Australia,0.73644647,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 12,Vintage Profile Share,Reference,Australia,0.21567116,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 13,Survival Rate,Reference,Australia,0.68569921,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 13,Vintage Profile Share,Reference,Australia,0.18979062,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 14,Survival Rate,Reference,Australia,0.63004255,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 14,Vintage Profile Share,Reference,Australia,0.16701574,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 15,Survival Rate,Reference,Australia,0.56940313,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 15,Vintage Profile Share,Reference,Australia,0.14697385,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 16,Survival Rate,Reference,Australia,0.50371167,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 16,Vintage Profile Share,Reference,Australia,0.12933699,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 17,Survival Rate,Reference,Australia,0.4329025,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 17,Vintage Profile Share,Reference,Australia,0.11381655,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 18,Survival Rate,Reference,Australia,0.35691317,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 18,Vintage Profile Share,Reference,Australia,0.10015857,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 19,Survival Rate,Reference,Australia,0.27568409,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 19,Vintage Profile Share,Reference,Australia,0.08813954,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 2,Survival Rate,Reference,Australia,0.99488393,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 2,Vintage Profile Share,Reference,Australia,0.7744,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 20,Survival Rate,Reference,Australia,0.18915827,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 20,Vintage Profile Share,Reference,Australia,0.07756279,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 21,Survival Rate,Reference,Australia,0.09728107,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 21,Vintage Profile Share,Reference,Australia,0.06825526,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 22,Survival Rate,Reference,Australia,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 22,Vintage Profile Share,Reference,Australia,0.06006463,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 23,Survival Rate,Reference,Australia,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 23,Vintage Profile Share,Reference,Australia,0.05285687,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 24,Survival Rate,Reference,Australia,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 24,Vintage Profile Share,Reference,Australia,0.04651405,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 25,Survival Rate,Reference,Australia,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 25,Vintage Profile Share,Reference,Australia,0.04093236,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 26,Survival Rate,Reference,Australia,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 26,Vintage Profile Share,Reference,Australia,0.03602048,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 27,Survival Rate,Reference,Australia,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 27,Vintage Profile Share,Reference,Australia,0.03169802,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 28,Survival Rate,Reference,Australia,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 28,Vintage Profile Share,Reference,Australia,0.02789426,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 29,Survival Rate,Reference,Australia,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 29,Vintage Profile Share,Reference,Australia,0.02454695,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 3,Survival Rate,Reference,Australia,0.98751649,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 3,Vintage Profile Share,Reference,Australia,0.681472,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 30,Survival Rate,Reference,Australia,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 30,Vintage Profile Share,Reference,Australia,0.02160131,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 4,Survival Rate,Reference,Australia,0.97649274,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 4,Vintage Profile Share,Reference,Australia,0.59969536,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 5,Survival Rate,Reference,Australia,0.96159355,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 5,Vintage Profile Share,Reference,Australia,0.52773192,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 6,Survival Rate,Reference,Australia,0.94264083,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
