economy,flows,products,is_subtotal,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
06HKC,16.01 Commercial and public services,02.08 BKB/PB,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,03 Peat,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,04 Peat products,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,05 Oil shale and oil sands,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,06 Crude oil & NGL,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,06.01 Crude oil,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,06.02 Natural gas liquids,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,06.03 Refinery feedstocks,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,06.04 Additives/  oxygenates,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,06.05 Other hydrocarbons,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,07 Petroleum products,True,2.208238,1.704548,2.907129,2.719324,5.358099,5.698829,6.807434,7.201469,4.53814,6.145836,5.594898,2.972116,2.606847,2.354763,2.116494,1.86886,1.617997,1.302913,1.176083,0.831745,0.641553,0.620722,0.525918
06HKC,16.01 Commercial and public services,07.01 Motor gasoline,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000154,0.000179,0.000175,0.000175,0.000146,0.000109,3.7e-05,3.7e-05,3.7e-05,3.7e-05,7e-05,8.8e-05
06HKC,16.01 Commercial and public services,07.02 Aviation gasoline,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,07.03 Naphtha,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,07.04 Gasoline type jet fuel,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,07.05 Kerosene type jet fuel,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,07.06 Kerosene,False,0.0,0.0,0.0,0.0,0.0,0.0,0.80916,0.867479,0.838969,0.83789,0.598355,0.400764,0.280659,0.255611,0.214343,0.19511,0.174497,0.134492,0.07119,0.135737,0.04515,0.035948,0.032425
06HKC,16.01 Commercial and public services,07.07 Gas/diesel oil,False,0.0,0.0,0.0,0.0,3.187204,3.739651,3.81151,4.00196,3.699171,3.744658,3.812127,1.399778,1.270203,1.146569,1.012344,0.895297,0.716127,0.547549,0.413384,0.243212,0.223642,0.208619,0.191518
06HKC,16.01 Commercial and public services,07.08 Fuel oil,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,07.09 LPG,False,2.208238,1.704548,2.907129,2.719324,2.170895,1.959178,2.186764,2.332029,0.0,1.563289,1.184416,1.17142,1.055806,0.952407,0.889632,0.778307,0.727264,0.620834,0.691471,0.452759,0.372724,0.376085,0.301887
06HKC,16.01 Commercial and public services,07.10 Refinery gas (not liquefied),False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,07.11 Ethane,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,07.12 White spirit SBP,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,07.13 Lubricants,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,07.14 Bitumen,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,07.15 Paraffin  waxes,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,07.16 Petroleum coke,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,07.17 Other products,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,07.99 PetProd nonspecified,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,08 Gas,True,8.234427,8.391399,8.424566,8.534249,9.848622,9.825222,9.945,11.302965,11.093003,11.253476,11.386945,10.372741,10.448826,10.705265,10.812552,10.810514,10.823995,11.090266,11.316498,10.803017,8.759582,9.095241,8.77553
06HKC,16.01 Commercial and public services,08.01 Natural gas,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.302965,11.093003,11.253476,11.386945,10.372741,10.448826,10.705265,10.812552,10.810514,10.823995,11.090266,11.316498,10.803017,8.759582,9.095241,8.77553
06HKC,16.01 Commercial and public services,08.02 LNG,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,08.03 Gas works gas,False,8.234427,8.391399,8.424566,8.534249,9.848622,9.825222,9.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,08.99 Gas nonspecified,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,09 Nuclear,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,10 Hydro,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,11 Geothermal,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,12 Solar,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00678,0.007396,0.012555,0.014781,0.016416,0.016453,0.019135,0.02073,0.023901,0.023703,0.017665,0.000713,3.4e-05,3.5e-05
06HKC,16.01 Commercial and public services,12.01 of which: Photovoltaics,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,12.99 Solar nonspecified,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00678,0.007396,0.012555,0.014781,0.016416,0.016453,0.019135,0.02073,0.023901,0.023703,0.017665,0.000713,3.4e-05,3.5e-05
06HKC,16.01 Commercial and public services,"13 Tide, wave, ocean",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,14 Wind,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,15 Solid biomass,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115557,0.216,0.170848,0.115208,0.178554,0.145152,0.073953,0.203196,0.143805,0.101676,0.096182,0.11019,0.095186,0.115301,0.104513,0.081951
06HKC,16.01 Commercial and public services,15.01 Fuelwood & woodwaste,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,15.02 Bagasse,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,15.03 Charcoal,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115557,0.216,0.170848,0.115208,0.178554,0.145152,0.073953,0.203196,0.143805,0.101676,0.096182,0.11019,0.095186,0.115301,0.104513,0.081951
06HKC,16.01 Commercial and public services,15.04 Black liqour,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,15.05 Other biomass,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,16 Others,True,0.0,0.0,0.0,0.0,1.782001,1.700673,1.943931,1.808868,1.817824,1.49075,1.259036,1.084595,1.272818,1.348442,1.500171,1.46317,1.567251,1.700269,1.727207,1.739761,1.520187,1.621909,2.080124
06HKC,16.01 Commercial and public services,16.01 Biogas,False,0.0,0.0,0.0,0.0,1.782001,1.700673,1.943931,1.808868,1.817824,1.49075,1.259036,1.084595,1.272818,1.347927,1.499656,1.462655,1.566736,1.699755,1.726693,1.739246,1.519673,1.621394,2.07961
06HKC,16.01 Commercial and public services,16.02 Industrial waste,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,16.03 Municipal solid waste (renewable),False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,16.04 Municipal solid waste (non-renewable),False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,16.05 Biogasoline,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,16.06 Biodiesel,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000515,0.000515,0.000515,0.000515,0.000515,0.000515,0.000515,0.000515,0.000515,0.000515
06HKC,16.01 Commercial and public services,16.07 Bio jet kerosene,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,16.08 Other liquid biofuels,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,16.09 Other sources,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.01 Commercial and public services,17 Electricity,False,80.767432,84.095938,86.764125,88.526817,86.676934,88.569284,93.317,95.441945,95.543054,96.733829,97.888491,99.892307,102.338385,102.204142,103.454865,104.628177,104.818036,104.645479,106.267016,107.969943,102.165931,107.240435,105.229284
06HKC,16.01 Commercial and public services,19 Total,True,91.210097,94.191885,98.09582,99.78039,103.665656,105.794008,112.013365,115.870804,113.208021,115.80152,116.251972,114.512869,116.826809,116.702981,118.103731,118.933659,118.949684,118.85901,120.620697,121.92252,113.660548,119.199546,117.269923
06HKC,16.01 Commercial and public services,20 Total Renewables,True,0.0,0.0,0.0,0.0,1.782001,1.700673,1.943931,1.924426,2.033824,1.668378,1.381639,1.275705,1.432751,1.438811,1.719819,1.62611,1.689656,1.820353,1.861101,1.852612,1.636201,1.726456,2.162111
06HKC,16.01 Commercial and public services,21 Modern renewables,True,0.0,0.0,0.0,0.0,1.956177,1.865102,2.11609,2.035396,1.962388,1.58909,1.378068,1.214486,1.404897,1.474038,1.644456,1.698367,1.841206,2.051881,2.042134,1.952136,2.010682,2.385137,3.134373
06HKC,16.02 Residential,01 Coal,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,01.01 Coking coal,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,01.02 Other bituminous coal,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,01.03 Sub-bituminous coal,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,01.04 Anthracite,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,01.05 Lignite,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,01.99 Coal nonspecified,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,02 Coal products,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,02.01 Coke oven coke,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,02.02 Gas coke,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,02.03 Coke oven gas,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,02.04 Blast furnace gas,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,02.05 Other recovered gases,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,02.06 Patent fuel,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,02.07 Coal tar,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,02.08 BKB/PB,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,03 Peat,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,04 Peat products,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,05 Oil shale and oil sands,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,06 Crude oil & NGL,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,06.01 Crude oil,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,06.02 Natural gas liquids,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,06.03 Refinery feedstocks,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,06.04 Additives/  oxygenates,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,06.05 Other hydrocarbons,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,07 Petroleum products,True,4.935877,3.762391,5.408465,6.051003,5.448759,4.78061,3.394261,3.097876,0.022977,3.095697,3.385004,3.145705,3.052213,3.03642,2.957621,2.802632,2.821646,2.710729,3.677826,2.744606,2.755974,2.942737,2.628561
06HKC,16.02 Residential,07.01 Motor gasoline,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,07.02 Aviation gasoline,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,07.03 Naphtha,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,07.04 Gasoline type jet fuel,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,07.05 Kerosene type jet fuel,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,07.06 Kerosene,False,1.469386,1.117942,1.016058,1.942353,2.01764,1.365651,0.212487,0.058081,0.022977,0.022947,0.013408,0.008416,0.00764,0.006607,0.006726,0.00796,0.010484,0.014196,0.014287,0.014515,0.014656,0.014772,0.0148
06HKC,16.02 Residential,07.07 Gas/diesel oil,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,07.08 Fuel oil,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,07.09 LPG,False,3.466491,2.644449,4.392407,4.108651,3.431119,3.414959,3.181774,3.039794,0.0,3.07275,3.371597,3.137289,3.044574,3.029813,2.950894,2.794672,2.811162,2.696532,3.663539,2.730091,2.741318,2.927964,2.613761
06HKC,16.02 Residential,07.10 Refinery gas (not liquefied),False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,07.11 Ethane,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,07.12 White spirit SBP,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,07.13 Lubricants,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,07.14 Bitumen,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,07.15 Paraffin  waxes,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,07.16 Petroleum coke,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,07.17 Other products,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,07.99 PetProd nonspecified,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,08 Gas,True,10.045248,10.236738,10.2772,10.411003,13.710681,13.89694,13.5738,14.839328,15.580195,15.55804,15.269244,13.731905,13.707985,13.524598,13.643312,13.236671,13.676091,13.571552,13.701783,13.307545,14.780845,14.188159,14.161581
06HKC,16.02 Residential,08.01 Natural gas,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.839328,15.580195,15.55804,15.269244,13.731905,13.707985,13.524598,13.643312,13.236671,13.676091,13.571552,13.701783,13.307545,14.780845,14.188159,14.161581
06HKC,16.02 Residential,08.02 LNG,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,08.03 Gas works gas,False,10.045248,10.236738,10.2772,10.411003,13.710681,13.89694,13.5738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06HKC,16.02 Residential,08.99 Gas nonspecified,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
